frame,time,protein_rmsd,ligand_rmsd
1.600000000000000000e+01,1.700000005068389726e+02,1.669877698128009902e+00,1.669877746888556169e+00,1.983404586939469638e+00
1.700000000000000000e+01,1.800000005366530331e+02,1.626399938699143899e+00,1.626399956243135048e+00,2.058359051315493016e+00
1.800000000000000000e+01,1.900000005664670937e+02,1.870128770753431091e+00,1.870128867084659197e+00,1.740381179421428337e+00
1.900000000000000000e+01,2.000000005962811542e+02,1.834461387678166799e+00,1.834461342436773501e+00,1.368816922948779657e+00
2.000000000000000000e+01,2.100000006260951864e+02,2.116528755684807361e+00,2.116528816452175832e+00,1.041963429021888210e+00
2.100000000000000000e+01,2.200000006559092469e+02,2.230007852150555081e+00,2.230007971957112201e+00,1.593172923952293374e+00
2.200000000000000000e+01,2.300000006857233075e+02,2.177571735738257797e+00,2.177571854451390898e+00,2.599363218662499531e+00
2.300000000000000000e+01,2.400000007155373680e+02,2.337658429897076839e+00,2.337658532996041316e+00,1.777731378800908590e+00
2.400000000000000000e+01,2.500000007453514286e+02,2.498465696225974142e+00,2.498465843500465411e+00,2.991007806021136251e+00
2.500000000000000000e+01,2.600000007751654607e+02,2.424083654936225685e+00,2.424083779903217994e+00,1.816431905385792467e+00
2.600000000000000000e+01,2.700000008049795497e+02,2.592001863533039518e+00,2.592001845569850804e+00,1.597306182527227891e+00
2.700000000000000000e+01,2.800000008347935818e+02,2.847256037377032811e+00,2.847255988331620635e+00,2.308364098947101262e+00
2.800000000000000000e+01,2.900000008646076708e+02,2.552046035424114123e+00,2.552046062080898015e+00,2.048456798548711433e+00
2.900000000000000000e+01,3.000000008944217029e+02,2.383118974824909753e+00,2.383119021269729743e+00,2.245848412002450889e+00
3.000000000000000000e+01,3.100000009242357919e+02,2.394190895909629635e+00,2.394190986333895044e+00,4.246642291353278864e+00
3.100000000000000000e+01,3.200000009540498240e+02,2.616284563071287206e+00,2.616284596846536470e+00,3.960356392181280327e+00
3.200000000000000000e+01,3.300000009838638562e+02,2.871838794116021276e+00,2.871838822881793707e+00,4.344000857589339404e+00
3.300000000000000000e+01,3.400000010136779451e+02,2.911015109659366829e+00,2.911015112729669063e+00,4.295003064909432844e+00
3.400000000000000000e+01,3.500000010434919773e+02,3.097128865175687640e+00,3.097128793951731129e+00,4.792277342413294505e+00
3.500000000000000000e+01,3.600000010733060662e+02,3.013640758399557473e+00,3.013640699997886863e+00,4.571740629996095429e+00
3.600000000000000000e+01,3.700000011031200984e+02,2.913393590758864171e+00,2.913393595023824112e+00,4.884072136486469873e+00
3.700000000000000000e+01,3.800000011329341874e+02,2.823037640375136714e+00,2.823037660853480624e+00,4.578531473925135487e+00
3.800000000000000000e+01,3.900000011627482195e+02,2.647736296760315078e+00,2.647736292461954744e+00,4.847766383463256723e+00
3.900000000000000000e+01,4.000000011925623085e+02,2.884927339067871355e+00,2.884927297098002441e+00,4.142179435727779691e+00
4.000000000000000000e+01,4.100000012223763406e+02,2.711040222581852177e+00,2.711040278131667147e+00,4.800282598464778339e+00
4.100000000000000000e+01,4.200000012521903727e+02,2.900097916903237927e+00,2.900097900363171721e+00,5.210177544849484477e+00
4.200000000000000000e+01,4.300000012820044617e+02,3.053852499870032933e+00,3.053852538689420193e+00,4.457883269015654015e+00
4.300000000000000000e+01,4.400000013118184938e+02,3.161002405299339291e+00,3.161002434366664726e+00,4.664382412613372608e+00
4.400000000000000000e+01,4.500000013416325828e+02,3.450706064974895515e+00,3.450706117054764821e+00,5.158390951415531944e+00
4.500000000000000000e+01,4.600000013714466149e+02,3.447850453431869688e+00,3.447850450797583122e+00,4.490446162334668756e+00
4.600000000000000000e+01,4.700000014012607039e+02,3.718910803975241208e+00,3.718910864765265334e+00,4.726677822703919674e+00
4.700000000000000000e+01,4.800000014310747360e+02,3.509732779639728406e+00,3.509732765829705503e+00,4.465143743049413416e+00
4.800000000000000000e+01,4.900000014608887682e+02,3.267449991224038897e+00,3.267449968021504780e+00,4.889796966238015408e+00
4.900000000000000000e+01,5.000000014907028572e+02,2.993376760885647414e+00,2.993376871709821252e+00,4.340048891613696114e+00
5.000000000000000000e+01,5.100000015205168893e+02,3.365303723948394943e+00,3.365303816135348569e+00,4.743101870066237957e+00
5.100000000000000000e+01,5.200000015503309214e+02,3.413869705816507949e+00,3.413869655823352556e+00,4.565799073620984139e+00
5.200000000000000000e+01,5.300000015801450672e+02,3.800769331576224541e+00,3.800769377321123077e+00,4.649074682337430708e+00
5.300000000000000000e+01,5.400000016099590994e+02,3.871186647957010063e+00,3.871186738185152354e+00,4.499392545777068264e+00
5.400000000000000000e+01,5.500000016397731315e+02,3.779373242933747434e+00,3.779373280498866006e+00,4.561406088816393201e+00
5.500000000000000000e+01,5.600000016695871636e+02,3.893420463402837317e+00,3.893420489404266771e+00,4.575865877523554559e+00
5.600000000000000000e+01,5.700000016994011958e+02,3.715265444240472448e+00,3.715265481059426111e+00,4.160173496694205220e+00
5.700000000000000000e+01,5.800000017292153416e+02,3.545285872899162971e+00,3.545285855638672157e+00,4.622631284306597976e+00
5.800000000000000000e+01,5.900000017590293737e+02,3.169004003635401467e+00,3.169004032198618592e+00,4.486426994444883576e+00
5.900000000000000000e+01,6.000000017888434058e+02,3.531957800269945214e+00,3.531957789119789304e+00,4.516565318566029497e+00
6.000000000000000000e+01,6.100000018186574380e+02,3.456726003640293587e+00,3.456725955323876498e+00,4.423941538568329612e+00
6.100000000000000000e+01,6.200000018484715838e+02,3.416531832776651179e+00,3.416531820146925913e+00,4.275440031952181030e+00
6.200000000000000000e+01,6.300000018782856159e+02,3.758664834312425373e+00,3.758664806995169361e+00,4.324412402173823722e+00
6.300000000000000000e+01,6.400000019080996481e+02,3.709553429030001848e+00,3.709553372971673202e+00,4.497056770999975583e+00
6.400000000000000000e+01,6.500000019379136802e+02,3.838536069663771144e+00,3.838536007188281030e+00,4.579177313411599393e+00
6.500000000000000000e+01,6.600000019677277123e+02,3.900718717051283146e+00,3.900718750892796294e+00,4.355917416526046360e+00
6.600000000000000000e+01,6.700000019975418581e+02,3.942432515065803944e+00,3.942432487480191483e+00,4.484704709563692049e+00
6.700000000000000000e+01,6.800000020273558903e+02,3.892102630901316918e+00,3.892102581542387529e+00,4.770230090943165635e+00
6.800000000000000000e+01,6.900000020571699224e+02,3.960646434547113959e+00,3.960646416527211944e+00,4.296140193402864682e+00
6.900000000000000000e+01,7.000000020869839545e+02,3.791991214069213800e+00,3.791991266407815697e+00,4.221656671008341633e+00
7.000000000000000000e+01,7.100000021167981004e+02,3.781874899936410017e+00,3.781874987114830500e+00,4.502581360469131155e+00
7.100000000000000000e+01,7.200000021466121325e+02,3.456211862969036819e+00,3.456211758121498168e+00,4.494992723593000505e+00
7.200000000000000000e+01,7.300000021764261646e+02,3.328936249532089331e+00,3.328936154281693760e+00,4.673283646056495044e+00
7.300000000000000000e+01,7.400000022062401968e+02,3.302087411548687346e+00,3.302087415179081553e+00,4.311607419296963783e+00
7.400000000000000000e+01,7.500000022360542289e+02,3.331738859401637054e+00,3.331738869617463017e+00,4.368706324493219384e+00
7.500000000000000000e+01,7.600000022658683747e+02,3.593466007841549459e+00,3.593465962911540412e+00,4.063587372505653050e+00
7.600000000000000000e+01,7.700000022956824068e+02,3.763646065425425125e+00,3.763645994091850966e+00,4.322587442925696521e+00
7.700000000000000000e+01,7.800000023254964390e+02,3.522545711414270642e+00,3.522545665023999018e+00,4.187936921524805456e+00
7.800000000000000000e+01,7.900000023553104711e+02,3.471431004750346272e+00,3.471431025202087017e+00,4.914688787877234510e+00
7.900000000000000000e+01,8.000000023851246169e+02,3.301424302808388056e+00,3.301424336431358242e+00,4.375368517546983860e+00
8.000000000000000000e+01,8.100000024149386491e+02,3.189092415119570312e+00,3.189092486420641137e+00,5.079654306191755175e+00
8.100000000000000000e+01,8.200000024447526812e+02,3.141090263487288148e+00,3.141090328005351040e+00,4.483808941910059076e+00
8.200000000000000000e+01,8.300000024745667133e+02,3.188051109321731857e+00,3.188051020109079037e+00,4.484393404356549873e+00
8.300000000000000000e+01,8.400000025043807454e+02,3.452226752868719828e+00,3.452226801847307236e+00,4.207497020658269804e+00
8.400000000000000000e+01,8.500000025341948913e+02,3.465597248821472576e+00,3.465597306437246061e+00,4.609258266111728730e+00
8.500000000000000000e+01,8.600000025640089234e+02,3.620567592955958425e+00,3.620567688947622820e+00,4.462731552993772333e+00
8.600000000000000000e+01,8.700000025938229555e+02,3.538130722445284260e+00,3.538130812295330774e+00,3.846414782246213360e+00
8.700000000000000000e+01,8.800000026236369877e+02,3.184423496625136796e+00,3.184423482113172277e+00,4.955368227586175678e+00
8.800000000000000000e+01,8.900000026534510198e+02,3.495590990316457702e+00,3.495590974467713163e+00,4.533824124760175600e+00
8.900000000000000000e+01,9.000000026832651656e+02,3.320050135246734424e+00,3.320050236979438019e+00,4.574991274723336332e+00
9.000000000000000000e+01,9.100000027130791977e+02,3.721984210041993535e+00,3.721984262446631497e+00,4.183757284039161917e+00
9.100000000000000000e+01,9.200000027428932299e+02,3.723614631079031678e+00,3.723614700182673598e+00,4.691865763706729808e+00
9.200000000000000000e+01,9.300000027727072620e+02,3.722477898443087074e+00,3.722477974090149022e+00,4.906683006850702355e+00
9.300000000000000000e+01,9.400000028025214078e+02,3.642825768166576772e+00,3.642825790658351881e+00,4.205177494112124492e+00
9.400000000000000000e+01,9.500000028323354400e+02,3.591344603969928606e+00,3.591344660181897019e+00,4.545691922657698392e+00
9.500000000000000000e+01,9.600000028621494721e+02,3.614438194525079417e+00,3.614438198223942411e+00,4.550472441092259679e+00
9.600000000000000000e+01,9.700000028919635042e+02,3.821347009631117952e+00,3.821346914381816173e+00,4.646748530888852535e+00
9.700000000000000000e+01,9.800000029217775364e+02,3.860029092835831843e+00,3.860029129965049766e+00,4.352512931508464966e+00
9.800000000000000000e+01,9.900000029515916822e+02,4.145783459333055809e+00,4.145783481851132102e+00,4.319502321432799441e+00
9.900000000000000000e+01,1.000000002981405714e+03,4.143037577694987483e+00,4.143037605058728090e+00,3.980400484607189870e+00
1.000000000000000000e+02,1.010000003011219746e+03,4.144750345350835197e+00,4.144750259182523600e+00,4.628207618351937391e+00
1.010000000000000000e+02,1.020000003041033779e+03,4.032363588751803007e+00,4.032363633110080059e+00,5.584322123138139027e+00
1.020000000000000000e+02,1.030000003070847924e+03,4.027839292100122925e+00,4.027839334716339259e+00,7.365559237832055572e+00
1.030000000000000000e+02,1.040000003100661843e+03,4.086281469903378039e+00,4.086281412350714959e+00,7.058488304016749204e+00
1.040000000000000000e+02,1.050000003130475989e+03,4.112816078002362374e+00,4.112816066444140439e+00,7.176818838259527489e+00
1.050000000000000000e+02,1.060000003160290134e+03,4.256029270271274534e+00,4.256029297025172298e+00,6.671846337822992190e+00
1.060000000000000000e+02,1.070000003190104053e+03,4.407354423181153003e+00,4.407354356477600099e+00,7.199562645584975940e+00
1.070000000000000000e+02,1.080000003219918199e+03,4.217699701758687247e+00,4.217699664242489987e+00,7.574673568014034686e+00
1.080000000000000000e+02,1.090000003249732117e+03,4.216887730801988532e+00,4.216887701582889392e+00,8.450910345812262747e+00
1.090000000000000000e+02,1.100000003279546263e+03,4.126000729401996914e+00,4.126000748911553551e+00,7.857023883753292637e+00
1.100000000000000000e+02,1.110000003309360409e+03,3.592015309526548350e+00,3.592015267913789778e+00,8.410062484083976386e+00
1.110000000000000000e+02,1.120000003339174327e+03,3.786247093994945523e+00,3.786246979515231814e+00,7.775083911711658580e+00
1.120000000000000000e+02,1.130000003368988473e+03,3.620224479279136265e+00,3.620224458768058984e+00,7.787163720280622314e+00
1.130000000000000000e+02,1.140000003398802392e+03,3.599393641239655217e+00,3.599393567701912655e+00,8.171712502481151219e+00
1.140000000000000000e+02,1.150000003428616537e+03,3.518464450294071622e+00,3.518464421651191554e+00,7.613421471739415303e+00
1.150000000000000000e+02,1.160000003458430683e+03,3.604779891548185677e+00,3.604779917035046743e+00,7.939411355321009722e+00
1.160000000000000000e+02,1.170000003488244602e+03,3.585134932591739432e+00,3.585134917795287812e+00,8.305757331560169376e+00
1.170000000000000000e+02,1.180000003518058747e+03,3.368999301068272612e+00,3.368999190031333857e+00,9.037679121726522879e+00
1.180000000000000000e+02,1.190000003547872893e+03,3.639265615065001569e+00,3.639265564887736559e+00,8.177775934912304479e+00
1.190000000000000000e+02,1.200000003577686812e+03,3.526776414390071501e+00,3.526776306532422911e+00,9.437251257291599416e+00
1.200000000000000000e+02,1.210000003607500958e+03,3.594870281637897680e+00,3.594870185942681484e+00,8.603430646920728009e+00
1.210000000000000000e+02,1.220000003637314876e+03,3.409950984446863398e+00,3.409950926636203139e+00,8.892638865365787737e+00
1.220000000000000000e+02,1.230000003667129022e+03,3.162100517030788094e+00,3.162100443051271359e+00,7.534282091838609752e+00
1.230000000000000000e+02,1.240000003696943168e+03,3.343050463650159898e+00,3.343050456701024853e+00,8.687219453708015848e+00
1.240000000000000000e+02,1.250000003726757086e+03,3.478939642657837616e+00,3.478939563424649606e+00,8.843171062019795414e+00
1.250000000000000000e+02,1.260000003756571232e+03,3.408318777305533676e+00,3.408318738979527751e+00,8.912755584996993719e+00
1.260000000000000000e+02,1.270000003786385150e+03,3.141237669796187681e+00,3.141237592234295217e+00,8.776190664182083268e+00
1.270000000000000000e+02,1.280000003816199296e+03,2.964468237383750537e+00,2.964468163798220868e+00,9.555377648316877526e+00
1.280000000000000000e+02,1.290000003846013442e+03,3.087488825979109119e+00,3.087488691756082648e+00,8.890575266341041782e+00
1.290000000000000000e+02,1.300000003875827360e+03,3.260726153797715465e+00,3.260726058530578619e+00,9.028720787478089704e+00
1.300000000000000000e+02,1.310000003905641506e+03,3.220826915973179716e+00,3.220826860640890299e+00,8.962864851819936973e+00
1.310000000000000000e+02,1.320000003935455425e+03,2.945480246670486135e+00,2.945480123106883674e+00,9.979057349604428140e+00
1.320000000000000000e+02,1.330000003965269570e+03,2.980047798535686354e+00,2.980047762207012951e+00,9.304534465183099456e+00
1.330000000000000000e+02,1.340000003995083716e+03,2.987239029983926208e+00,2.987238933794316154e+00,9.370558352647572420e+00
1.340000000000000000e+02,1.350000004024897635e+03,3.068755682085507974e+00,3.068755614975453572e+00,1.022119574294373123e+01
1.350000000000000000e+02,1.360000004054711781e+03,3.388880718044398055e+00,3.388880708720177548e+00,9.440389800324370029e+00
1.360000000000000000e+02,1.370000004084525699e+03,3.247451104702065106e+00,3.247451071350243801e+00,9.325177963387954350e+00
1.370000000000000000e+02,1.380000004114339845e+03,3.238874162096277765e+00,3.238874119860693845e+00,9.499636433516469580e+00
1.380000000000000000e+02,1.390000004144153991e+03,3.315559451695902382e+00,3.315559382101378461e+00,9.160237781064745732e+00
1.390000000000000000e+02,1.400000004173967909e+03,3.044069861442266767e+00,3.044069851188972997e+00,9.358993143602404530e+00
1.400000000000000000e+02,1.410000004203782055e+03,2.912605932939654085e+00,2.912605862654695343e+00,9.601736492980059268e+00
1.410000000000000000e+02,1.420000004233596201e+03,2.996884856330233937e+00,2.996884847488744175e+00,9.579179084284460188e+00
1.420000000000000000e+02,1.430000004263410119e+03,3.045014204723183848e+00,3.045014187223292979e+00,9.602346834173184575e+00
1.430000000000000000e+02,1.440000004293224265e+03,3.103501125549723128e+00,3.103501094570746854e+00,9.278205527225203753e+00
1.440000000000000000e+02,1.450000004323038183e+03,3.255519726705396799e+00,3.255519714168261913e+00,8.356510704310974091e+00
1.450000000000000000e+02,1.460000004352852329e+03,3.412070271265228438e+00,3.412070288088086656e+00,8.570685047297452286e+00
1.460000000000000000e+02,1.470000004382666475e+03,3.467502527348734986e+00,3.467502623009035556e+00,8.958123787840555963e+00
1.470000000000000000e+02,1.480000004412480394e+03,3.603188103957055244e+00,3.603188054580194422e+00,8.851997049539908957e+00
1.480000000000000000e+02,1.490000004442294539e+03,3.819500208434251309e+00,3.819500224482663242e+00,9.207401146251394053e+00
1.490000000000000000e+02,1.500000004472108458e+03,3.661874741375517051e+00,3.661874728140869450e+00,8.668977325509475307e+00
1.500000000000000000e+02,1.510000004501922604e+03,3.460620808855165542e+00,3.460620758093361893e+00,9.461280815254800913e+00
1.510000000000000000e+02,1.520000004531736749e+03,3.480374045214896128e+00,3.480374010338799895e+00,9.108003375272128110e+00
1.520000000000000000e+02,1.530000004561550668e+03,3.794840755370185725e+00,3.794840625028118808e+00,9.070715857132579885e+00
1.530000000000000000e+02,1.540000004591364814e+03,3.379541848304070673e+00,3.379541874868435158e+00,8.438302513667800042e+00
1.540000000000000000e+02,1.550000004621178732e+03,3.355072974477328884e+00,3.355072948590172910e+00,8.918108030362748906e+00
1.550000000000000000e+02,1.560000004650992878e+03,3.346516047241663294e+00,3.346516015842096792e+00,9.499001453196076028e+00
1.560000000000000000e+02,1.570000004680807024e+03,3.385851925792116912e+00,3.385851948660671518e+00,9.768586962947548358e+00
1.570000000000000000e+02,1.580000004710620942e+03,3.665825747260156753e+00,3.665825633331912137e+00,8.907485163401025474e+00
1.580000000000000000e+02,1.590000004740435088e+03,4.073540326438917170e+00,4.073540290937096131e+00,8.458740153485896585e+00
1.590000000000000000e+02,1.600000004770249234e+03,3.755519462879328696e+00,3.755519476740554641e+00,9.344574624541497343e+00
1.600000000000000000e+02,1.610000004800063152e+03,3.814748636379499569e+00,3.814748619685090159e+00,9.462586556486606071e+00
1.610000000000000000e+02,1.620000004829877298e+03,3.953426590042046662e+00,3.953426639124589137e+00,8.918503108474492791e+00
1.620000000000000000e+02,1.630000004859691217e+03,3.977339569083720772e+00,3.977339609679901855e+00,9.286864384205884448e+00
1.630000000000000000e+02,1.640000004889505362e+03,3.812251340596733318e+00,3.812251370215446578e+00,8.734613172597603281e+00
1.640000000000000000e+02,1.650000004919319508e+03,4.116572146055008652e+00,4.116572168446018587e+00,8.583455185011970912e+00
1.650000000000000000e+02,1.660000004949133427e+03,3.989870948994959754e+00,3.989871021333078804e+00,8.447631075195300099e+00
1.660000000000000000e+02,1.670000004978947572e+03,3.986032027548997547e+00,3.986032109407914081e+00,8.553093318313582216e+00
1.670000000000000000e+02,1.680000005008761491e+03,4.189567174019274809e+00,4.189567151313431381e+00,9.108544200549419045e+00
1.680000000000000000e+02,1.690000005038575637e+03,3.560686657479746664e+00,3.560686668836971158e+00,8.406154752185624801e+00
1.690000000000000000e+02,1.700000005068389783e+03,3.932269959498090550e+00,3.932269933400700967e+00,8.873873837915429164e+00
1.700000000000000000e+02,1.710000005098203701e+03,4.095822470534345783e+00,4.095822468333966349e+00,8.318842090294737091e+00
1.710000000000000000e+02,1.720000005128017847e+03,3.945978980517155232e+00,3.945978915212541072e+00,8.941146491021831011e+00
1.720000000000000000e+02,1.730000005157831765e+03,4.051921728768169473e+00,4.051921709573782948e+00,9.159836399353924463e+00
1.730000000000000000e+02,1.740000005187645911e+03,3.854913980321782230e+00,3.854914080825523115e+00,8.574922441297468723e+00
1.740000000000000000e+02,1.750000005217460057e+03,3.976662139581373712e+00,3.976662147768430078e+00,8.562742570438180323e+00
1.750000000000000000e+02,1.760000005247273975e+03,4.334158964579731155e+00,4.334158963874854997e+00,8.408166502807388198e+00
1.760000000000000000e+02,1.770000005277088121e+03,4.422107556798708039e+00,4.422107619527091416e+00,8.548108002502733171e+00
1.770000000000000000e+02,1.780000005306902040e+03,4.601893799336260749e+00,4.601893730805317162e+00,8.133092067687423210e+00
1.780000000000000000e+02,1.790000005336716185e+03,4.579408409000191860e+00,4.579408441342424751e+00,9.113265290511030514e+00
1.790000000000000000e+02,1.800000005366530331e+03,4.718420324562591972e+00,4.718420246272913232e+00,8.237414238654798382e+00
1.800000000000000000e+02,1.810000005396344250e+03,4.196136843490672064e+00,4.196136857175819301e+00,9.269307294814039366e+00
1.810000000000000000e+02,1.820000005426158395e+03,4.181803700471525609e+00,4.181803743398456952e+00,9.059502971194195453e+00
1.820000000000000000e+02,1.830000005455972541e+03,4.355777274489648576e+00,4.355777220288397977e+00,8.530128087707447904e+00
1.830000000000000000e+02,1.840000005485786460e+03,4.212696811352779847e+00,4.212696828051728737e+00,8.753926436797041077e+00
1.840000000000000000e+02,1.850000005515600606e+03,4.396703215888884131e+00,4.396703260556861004e+00,8.572220943267179649e+00
1.850000000000000000e+02,1.860000005545414524e+03,4.249424976781272179e+00,4.249424941378433296e+00,9.035004989602441583e+00
1.860000000000000000e+02,1.870000005575228670e+03,4.160410725526716647e+00,4.160410659769922859e+00,8.584848071882779763e+00
1.870000000000000000e+02,1.880000005605042816e+03,3.790891068001517539e+00,3.790891102855186823e+00,9.113016049383716677e+00
1.880000000000000000e+02,1.890000005634856734e+03,3.959158768907244053e+00,3.959158740963304002e+00,8.723171240468236221e+00
1.890000000000000000e+02,1.900000005664670880e+03,4.093963306946211134e+00,4.093963425976795634e+00,8.586650531439081746e+00
1.900000000000000000e+02,1.910000005694484798e+03,3.971081604915503771e+00,3.971081633211526629e+00,8.146743586104593149e+00
1.910000000000000000e+02,1.920000005724298944e+03,3.770926435450110414e+00,3.770926386262131835e+00,9.491734751352094435e+00
1.920000000000000000e+02,1.930000005754113090e+03,3.885971443483932752e+00,3.885971491489593976e+00,9.479468779547600477e+00
1.930000000000000000e+02,1.940000005783927008e+03,3.950406215401008669e+00,3.950406320957175588e+00,9.153276629475225690e+00
1.940000000000000000e+02,1.950000005813741154e+03,3.826506153501349150e+00,3.826506200375829447e+00,8.486100423561483197e+00
1.950000000000000000e+02,1.960000005843555073e+03,3.892229201942289496e+00,3.892229131660899899e+00,8.769635849062908051e+00
1.960000000000000000e+02,1.970000005873369219e+03,3.776249181809312905e+00,3.776249093755617903e+00,8.942556921811455339e+00
1.970000000000000000e+02,1.980000005903183364e+03,3.395731842774153630e+00,3.395731831693131308e+00,8.828326666978261628e+00
1.980000000000000000e+02,1.990000005932997283e+03,3.544345330181565501e+00,3.544345254603414208e+00,8.860754631662635106e+00
1.990000000000000000e+02,2.000000005962811429e+03,3.702319960826029543e+00,3.702319936001853495e+00,8.483938370247678051e+00
